section,question,n_target_rules,n_retrieved_rules,len_context
20. Etiquette,What should a player do if they commit an infraction that goes uncalled?,1,0,5385
20. Etiquette,What is expected of players to prevent delays during play?,1,1,4000
20. Etiquette,What should happen if it's unclear which players are on the field during a stoppage of play?,1,0,4844
20. Etiquette,What is the procedure if a dispute arises on the field?,1,0,4292
20. Etiquette,How should experienced players handle a novice player committing an infraction out of ignorance?,1,1,4807
20. Etiquette,What must throwers do when a call is made during play?,1,1,3793
20. Etiquette,What can a marker do if a thrower does not stop play promptly after a call?,1,1,4911
20. Etiquette,What is the assumption about players in relation to intentionally violating the rules?,1,0,3881
20. Etiquette,What should players do to ensure fair play when a call is made?,1,1,4763
20. Etiquette,What is the responsibility of players regarding identifying themselves during a stoppage?,1,1,4692
Appendix A: Field Diagram,What is the depth of an End Zone in ultimate?,1,1,3916
Appendix A: Field Diagram,How long is the Central Zone on an ultimate field?,1,0,4434
Appendix A: Field Diagram,What is the width of the entire ultimate field?,2,0,4434
Appendix A: Field Diagram,How far is the brick mark from the goal line in ultimate?,1,0,4091
Appendix A: Field Diagram,What is the distance from the perimeter line to the equipment line on an ultimate field?,1,0,4434
Appendix A: Field Diagram,How far is the team line from the sideline on an ultimate field?,1,0,4434
Appendix A: Field Diagram,What symbol is used to mark the brick mark on an ultimate field?,1,1,1482
Appendix A: Field Diagram,What type of line is the goal line on an ultimate field?,1,0,4581
Appendix A: Field Diagram,What type of line is the perimeter line on an ultimate field?,1,0,3974
Appendix A: Field Diagram,What type of line is the team line on an ultimate field?,1,0,4581
Appendix B: Misconduct System,What happens if a team receives three Technical Fouls in a single game?,1,1,4346
Appendix B: Misconduct System,Can a team accrue an unlimited number of Technical Fouls during a game?,1,1,4563
Appendix B: Misconduct System,Do Team Misconduct Fouls (TMFs) carry over beyond the game in which they are issued?,1,1,4346
Appendix B: Misconduct System,What is the consequence if a team member receives a second Personal Misconduct Foul (PMF) during a single game?,1,1,4842
Appendix B: Misconduct System,What action results in an automatic TMF being assessed against a team?,2,1,3908
Appendix B: Misconduct System,What happens if five PMFs are assessed against team members on a single team during a game?,1,1,4809
Appendix B: Misconduct System,What behavior can lead to a TMF or PMF being issued for poor spirit?,1,1,3986
Appendix B: Misconduct System,What is the penalty for intentionally striking another person during a game?,1,1,3036
Appendix B: Misconduct System,Can a captain decline a misconduct penalty?,1,1,4334
Appendix B: Misconduct System,What must happen to a team member who is ejected from a game?,2,2,4319
Appendix C: Hand Signals,What hand signal indicates a player is in or out of bounds?,1,0,4512
Appendix C: Hand Signals,How do you signal that the disc is up?,1,0,3908
Appendix C: Hand Signals,What is the hand signal for a goal in ultimate?,1,0,4102
Appendix C: Hand Signals,How do you indicate a foul has occurred using hand signals?,1,0,4701
Appendix C: Hand Signals,What hand signal is used for a travel call in ultimate?,1,0,4102
Appendix C: Hand Signals,How is a timeout called using hand signals?,1,0,3721
Appendix C: Hand Signals,What hand signal represents an offsides call?,1,0,4086
Appendix C: Hand Signals,How do you signal a no contest call?,1,0,3394
Appendix C: Hand Signals,What is the hand signal for indicating a pick?,1,0,4102
Appendix C: Hand Signals,How is a false start signaled in ultimate?,1,0,4808
Appendix D: Youth Rules Adaptations,Are foot blocks allowed in Under-12 youth ultimate competitions?,1,0,5518
Appendix D: Youth Rules Adaptations,What happens if a player attempts a layout on defense in an Under-12 game?,1,0,4397
Appendix D: Youth Rules Adaptations,How many players are allowed on the field in an Under-15 youth ultimate game?,1,0,5610
Appendix D: Youth Rules Adaptations,What is the recommended field size for a 3v3 Under-12 game?,1,0,5367
Appendix D: Youth Rules Adaptations,What is the maximum game length for an Under-17/20 ultimate match?,1,0,3872
Appendix D: Youth Rules Adaptations,What size disc is used for Under-15 youth ultimate games?,1,0,5518
Appendix D: Youth Rules Adaptations,What should happen if a dropped pull occurs in an Under-15 game?,1,0,4552
Appendix D: Youth Rules Adaptations,Is spiking allowed in Under-17/20 youth ultimate competitions?,1,0,4782
Appendix D: Youth Rules Adaptations,Can Under-12 players use zone defense in their games?,1,1,3163
Appendix D: Youth Rules Adaptations,What is the rule regarding disc space for Under-15 youth ultimate games?,1,0,5518
Appendix E: Beach Ultimate Rules Adaptations,What is the recommended number of players per team in beach ultimate?,1,1,4624
Appendix E: Beach Ultimate Rules Adaptations,"How long is the standard field of play for a 5v5 beach ultimate game, including end zones?",1,1,5080
Appendix E: Beach Ultimate Rules Adaptations,How deep are the end zones in a 4v4 beach ultimate game?,1,1,5080
Appendix E: Beach Ultimate Rules Adaptations,Are shoes or cleats allowed in beach ultimate?,1,1,5411
Appendix E: Beach Ultimate Rules Adaptations,What is the game total for a standard beach ultimate game?,1,1,4805
Appendix E: Beach Ultimate Rules Adaptations,Where are the brick marks located in a 5v5 beach ultimate field?,1,1,3948
Appendix E: Beach Ultimate Rules Adaptations,Can a player stop active play to remove sand from their face in beach ultimate?,1,1,4093
Appendix E: Beach Ultimate Rules Adaptations,What is a sand foul in beach ultimate?,1,1,4345
Appendix E: Beach Ultimate Rules Adaptations,How long is the halftime in a standard beach ultimate game?,1,1,4805
Appendix E: Beach Ultimate Rules Adaptations,What part of the perimeter lines is considered out-of-bounds in beach ultimate?,1,1,4168
Appendix F: Ultimate 4’s Rules Adaptations,What is the total length of the field in Ultimate 4's?,1,0,4436
Appendix F: Ultimate 4’s Rules Adaptations,How many games must a team win to win a match in Ultimate 4's?,1,0,2885
Appendix F: Ultimate 4’s Rules Adaptations,To how many points are the first two games played in an Ultimate 4's match?,1,0,3999
Appendix F: Ultimate 4’s Rules Adaptations,What happens if a pull touches the out-of-bounds area in Ultimate 4's?,1,0,4333
Appendix F: Ultimate 4’s Rules Adaptations,What is the stall count duration in Ultimate 4's?,1,1,3423
Appendix F: Ultimate 4’s Rules Adaptations,How many timeouts are allowed per team per game in Ultimate 4's?,1,0,4300
Appendix F: Ultimate 4’s Rules Adaptations,What is the time limit for the first two games in an Ultimate 4's match?,1,0,2877
Appendix F: Ultimate 4’s Rules Adaptations,How is the mixed personnel ratio structured in Ultimate 4's?,1,0,3999
Appendix F: Ultimate 4’s Rules Adaptations,What is the bonus for winning the first two games in a tournament format in Ultimate 4's?,1,0,2885
Appendix F: Ultimate 4’s Rules Adaptations,What is the time limit for the third game in an Ultimate 4's match?,1,0,1802
