section,question,n_target_rules,n_retrieved_rules,len_context
13 Turnovers,What happens if a pass is incomplete in ultimate?,1,1,15533
13 Turnovers,Does a disc contacting the ground without a player possessing it result in a turnover?,1,1,13891
13 Turnovers,What happens if the thrower accidentally drops the disc and it touches the ground?,1,1,24177
13 Turnovers,Is it a turnover if the thrower regains possession of an accidentally dropped disc before it contacts the ground?,1,1,23701
13 Turnovers,What is the result if a defender intercepts a pass but loses possession before ground contact?,1,1,13329
13 Turnovers,What happens if the marker's count reaches ten before the throw is released?,1,0,12703
13 Turnovers,Is handing the disc to another player allowed in ultimate?,1,1,25845
13 Turnovers,Does the thrower catching their own legally thrown disc result in a turnover?,1,1,14921
13 Turnovers,What is the consequence if an offensive player uses equipment to assist in catching a pass?,1,1,26439
13 Turnovers,Can tacky gloves be used to assist in catching a pass without causing a turnover?,1,1,15975
14 The Thrower,What must an offensive player do if they pick up a live or in-play disc?,1,1,21027
14 The Thrower,What should the thrower do when gaining possession at the spot where the disc is in play?,1,1,27665
14 The Thrower,What happens if an offensive player does not pick up an in-bounds disc within ten seconds after it comes to rest in the central zone?,2,2,21105
14 The Thrower,What is the time limit for putting the disc into play if it is out-of-bounds or comes to rest in the end zone?,1,1,24512
14 The Thrower,What must a player do if they introduce a replacement disc because the original disc is not retrievable quickly?,3,1,15782
14 The Thrower,What can a defensive player do if the offensive player delays putting the disc into play in violation of rule 20.B?,1,1,10690
14 The Thrower,What happens if the offensive player stops the behavior in violation of rule 20.B before the full utterance of 'zero'?,1,1,17798
14 The Thrower,What must a thrower do to put a live disc into play?,1,1,18177
14 The Thrower,Can non-playing members of the offensive team assist in retrieving a live disc?,1,1,11554
14 The Thrower,What must happen if the disc is out-of-bounds and the offensive team does not put it into play within twenty seconds?,1,1,20382
15 The Marker,What is the minimum time required to complete a legal stall count from one to ten?,1,1,10194
15 The Marker,Who is allowed to initiate or continue a stall count?,1,1,10194
15 The Marker,What happens if the thrower has not released the disc by the first utterance of the word 'ten'?,1,1,14578
15 The Marker,What must a new marker do if the defense switches markers during a stall count?,1,1,12833
15 The Marker,What is a 'fast count' violation?,1,1,17066
15 The Marker,"Can the thrower call a marking violation, and if so, how?",1,1,20555
15 The Marker,What is a 'double team' marking violation?,1,1,9763
15 The Marker,What should the marker do if a marking violation is called?,1,1,17115
15 The Marker,What is considered a 'disc space' violation?,1,1,21394
15 The Marker,What happens if a stall count is interrupted by a call?,1,1,10423
16. The Receiver,Can a player tip the disc to themselves to advance it?,1,0,16475
16. The Receiver,What must a player do after catching a pass?,1,0,12698
16. The Receiver,Is it legal for a player to bobble the disc to gain control?,1,0,29694
16. The Receiver,"If a player catches the disc while running, can they release a pass without stopping?",1,0,18611
16. The Receiver,What happens if offensive and defensive players catch the disc simultaneously?,1,0,21275
16. The Receiver,Who makes the call if it is unclear whether a catch was made in-bounds or out-of-bounds?,1,0,18172
16. The Receiver,Is it legal to tip the disc to someone else?,1,0,22303
16. The Receiver,What happens if a player increases speed after catching the disc while running?,1,0,26580
16. The Receiver,Can a player use the ground to help them catch the disc?,1,0,25103
16. The Receiver,Can a player kick the disc up to themselves to catch it?,1,0,14835
17. Violations and Fouls,Who is allowed to call an infraction during a game of ultimate?,1,1,22076
17. Violations and Fouls,What happens if a player contests an infraction call because they believe it did not occur?,1,1,11309
17. Violations and Fouls,What is the Continuation Rule in ultimate?,1,1,13273
17. Violations and Fouls,What should players do if they agree that an infraction did not affect the outcome of the play?,1,1,17359
17. Violations and Fouls,What is the procedure if a player makes a call and later realizes it was incorrect?,1,1,16628
17. Violations and Fouls,What is considered a 'dangerous play' in ultimate?,1,1,16494
17. Violations and Fouls,Can a player call a foul if they have only momentary contact with the disc?,1,1,20251
17. Violations and Fouls,"What is a pick in ultimate, and who can call it?",2,2,11240
17. Violations and Fouls,What is the rule regarding traveling in ultimate?,1,1,22959
17. Violations and Fouls,"What happens if a player stops playing because they hear a call, but the play was not actually affected?",1,1,15514
18. Positioning,Can a player take any position on the field if it is occupied by an opposing player?,1,1,15380
18. Positioning,"Is a player allowed to land at a different spot after jumping, even if the spot was occupied when they took off?",1,1,23755
18. Positioning,Does jumping to a spot instead of running negate a blocking foul?,1,1,17266
18. Positioning,Can a player use their extended arms to block an opponent's movement?,1,1,16216
18. Positioning,Are a player's arms considered extended during normal running and jumping?,1,1,22557
18. Positioning,What must a player ensure when taking a position on the field?,1,1,16412
18. Positioning,Is a player entitled to land at the take-off spot without interference?,1,1,27603
18. Positioning,Can a player extend their leg to block an opponent's path?,1,1,10737
18. Positioning,What happens if a player causes personal contact while trying to take a position?,1,1,18252
18. Positioning,What is a player responsible for when jumping to a new spot?,1,1,19602
19. Observers,When can observers be used in an ultimate game?,1,1,15768
19. Observers,What are some of the duties observers can perform during a game?,5,5,13285
19. Observers,Can an observer resolve a player dispute without a request from the players?,1,1,8444
19. Observers,What happens to play after an observer resolves a dispute?,1,1,8109
19. Observers,What authority do observers have regarding Spirit of the Game infractions?,1,1,9109
19. Observers,Do players have to follow the observers' decisions in a game with observers?,1,1,13284
19. Observers,Can players overrule an observer's decision?,1,1,13284
19. Observers,Under what conditions might observers deny a team's decision to decline a penalty?,1,1,8456
19. Observers,What is an example of when an observer should accept a declination of a penalty?,1,1,12645
19. Observers,What should happen if teams mutually agree to ignore sideline technicals and do not maintain proper safety buffers?,1,1,9785
20. Etiquette,What should a player do if they commit an infraction that goes uncalled?,1,0,14890
20. Etiquette,What is expected of players to prevent delays during play?,1,1,14370
20. Etiquette,What should happen if it's unclear which players are on the field during a stoppage of play?,1,0,17045
20. Etiquette,What is the procedure if a dispute arises on the field?,1,0,6201
20. Etiquette,How should experienced players handle a novice player committing an infraction out of ignorance?,1,1,18609
20. Etiquette,What must throwers do when a call is made during play?,1,1,20334
20. Etiquette,What can a marker do if a thrower does not stop play promptly after a call?,1,1,16244
20. Etiquette,What is the assumption about players in relation to intentionally violating the rules?,1,1,12671
20. Etiquette,What should players do to ensure fair play when a call is made?,1,1,13196
20. Etiquette,What is the responsibility of players regarding identifying themselves during a stoppage?,1,1,14265
Appendix A: Field Diagram,What is the depth of an End Zone in ultimate?,1,1,18381
Appendix A: Field Diagram,How long is the Central Zone on an ultimate field?,1,1,23946
Appendix A: Field Diagram,What is the width of the entire ultimate field?,2,1,23946
Appendix A: Field Diagram,How far is the brick mark from the goal line in ultimate?,1,0,22367
Appendix A: Field Diagram,What is the distance from the perimeter line to the equipment line on an ultimate field?,1,1,24374
Appendix A: Field Diagram,How far is the team line from the sideline on an ultimate field?,1,0,24374
Appendix A: Field Diagram,What symbol is used to mark the brick mark on an ultimate field?,1,1,6758
Appendix A: Field Diagram,What type of line is the goal line on an ultimate field?,1,0,22431
Appendix A: Field Diagram,What type of line is the perimeter line on an ultimate field?,1,0,24374
Appendix A: Field Diagram,What type of line is the team line on an ultimate field?,1,0,22548
Appendix B: Misconduct System,What happens if a team receives three Technical Fouls in a single game?,1,1,11928
Appendix B: Misconduct System,Can a team accrue an unlimited number of Technical Fouls during a game?,1,1,17800
Appendix B: Misconduct System,Do Team Misconduct Fouls (TMFs) carry over beyond the game in which they are issued?,1,1,12586
Appendix B: Misconduct System,What is the consequence if a team member receives a second Personal Misconduct Foul (PMF) during a single game?,1,1,11289
Appendix B: Misconduct System,What action results in an automatic TMF being assessed against a team?,2,2,12586
Appendix B: Misconduct System,What happens if five PMFs are assessed against team members on a single team during a game?,1,1,10704
Appendix B: Misconduct System,What behavior can lead to a TMF or PMF being issued for poor spirit?,1,1,18844
Appendix B: Misconduct System,What is the penalty for intentionally striking another person during a game?,1,1,13150
Appendix B: Misconduct System,Can a captain decline a misconduct penalty?,1,1,12610
Appendix B: Misconduct System,What must happen to a team member who is ejected from a game?,2,2,14852
Appendix C: Hand Signals,What hand signal indicates a player is in or out of bounds?,1,0,13556
Appendix C: Hand Signals,How do you signal that the disc is up?,1,0,14576
Appendix C: Hand Signals,What is the hand signal for a goal in ultimate?,1,0,13604
Appendix C: Hand Signals,How do you indicate a foul has occurred using hand signals?,1,0,9302
Appendix C: Hand Signals,What hand signal is used for a travel call in ultimate?,1,0,9088
Appendix C: Hand Signals,How is a timeout called using hand signals?,1,0,9210
Appendix C: Hand Signals,What hand signal represents an offsides call?,1,0,15290
Appendix C: Hand Signals,How do you signal a no contest call?,1,0,25770
Appendix C: Hand Signals,What is the hand signal for indicating a pick?,1,0,9088
Appendix C: Hand Signals,How is a false start signaled in ultimate?,1,0,20421
Appendix D: Youth Rules Adaptations,Are foot blocks allowed in Under-12 youth ultimate competitions?,1,0,18013
Appendix D: Youth Rules Adaptations,What happens if a player attempts a layout on defense in an Under-12 game?,1,0,13600
Appendix D: Youth Rules Adaptations,How many players are allowed on the field in an Under-15 youth ultimate game?,1,0,14618
Appendix D: Youth Rules Adaptations,What is the recommended field size for a 3v3 Under-12 game?,1,0,23040
Appendix D: Youth Rules Adaptations,What is the maximum game length for an Under-17/20 ultimate match?,1,0,17995
Appendix D: Youth Rules Adaptations,What size disc is used for Under-15 youth ultimate games?,1,0,20000
Appendix D: Youth Rules Adaptations,What should happen if a dropped pull occurs in an Under-15 game?,1,0,14989
Appendix D: Youth Rules Adaptations,Is spiking allowed in Under-17/20 youth ultimate competitions?,1,0,14318
Appendix D: Youth Rules Adaptations,Can Under-12 players use zone defense in their games?,1,1,7444
Appendix D: Youth Rules Adaptations,What is the rule regarding disc space for Under-15 youth ultimate games?,1,0,15246
Appendix E: Beach Ultimate Rules Adaptations,What is the recommended number of players per team in beach ultimate?,1,1,14738
Appendix E: Beach Ultimate Rules Adaptations,"How long is the standard field of play for a 5v5 beach ultimate game, including end zones?",1,1,22805
Appendix E: Beach Ultimate Rules Adaptations,How deep are the end zones in a 4v4 beach ultimate game?,1,1,19053
Appendix E: Beach Ultimate Rules Adaptations,Are shoes or cleats allowed in beach ultimate?,1,1,20444
Appendix E: Beach Ultimate Rules Adaptations,What is the game total for a standard beach ultimate game?,1,1,17072
Appendix E: Beach Ultimate Rules Adaptations,Where are the brick marks located in a 5v5 beach ultimate field?,1,1,15898
Appendix E: Beach Ultimate Rules Adaptations,Can a player stop active play to remove sand from their face in beach ultimate?,1,1,22762
Appendix E: Beach Ultimate Rules Adaptations,What is a sand foul in beach ultimate?,1,1,18559
Appendix E: Beach Ultimate Rules Adaptations,How long is the halftime in a standard beach ultimate game?,1,1,14985
Appendix E: Beach Ultimate Rules Adaptations,What part of the perimeter lines is considered out-of-bounds in beach ultimate?,1,1,21262
Appendix F: Ultimate 4’s Rules Adaptations,What is the total length of the field in Ultimate 4's?,1,0,19090
Appendix F: Ultimate 4’s Rules Adaptations,How many games must a team win to win a match in Ultimate 4's?,1,0,12215
Appendix F: Ultimate 4’s Rules Adaptations,To how many points are the first two games played in an Ultimate 4's match?,1,0,12215
Appendix F: Ultimate 4’s Rules Adaptations,What happens if a pull touches the out-of-bounds area in Ultimate 4's?,1,0,19920
Appendix F: Ultimate 4’s Rules Adaptations,What is the stall count duration in Ultimate 4's?,1,1,18321
Appendix F: Ultimate 4’s Rules Adaptations,How many timeouts are allowed per team per game in Ultimate 4's?,1,0,17594
Appendix F: Ultimate 4’s Rules Adaptations,What is the time limit for the first two games in an Ultimate 4's match?,1,0,10837
Appendix F: Ultimate 4’s Rules Adaptations,How is the mixed personnel ratio structured in Ultimate 4's?,1,0,16764
Appendix F: Ultimate 4’s Rules Adaptations,What is the bonus for winning the first two games in a tournament format in Ultimate 4's?,1,0,9663
Appendix F: Ultimate 4’s Rules Adaptations,What is the time limit for the third game in an Ultimate 4's match?,1,0,10837
